id,cuisine
35869,thai
3103,irish
3105,mexican
35874,indian
3111,mexican
35883,mexican
35888,chinese
3124,thai
35893,cajun_creole
35894,mexican
35900,italian
3133,vietnamese
35903,spanish
3137,mexican
35908,thai
35910,italian
35911,southern_us
35914,french
35918,mexican
3151,thai
3152,mexican
35922,mexican
38755,russian
35928,greek
35929,italian
33295,mexican
35932,italian
3165,french
35936,thai
16912,mexican
35941,japanese
3175,mexican
35947,mexican
35954,greek
35958,russian
35960,southern_us
35961,italian
35964,southern_us
35968,chinese
3202,southern_us
3203,thai
3205,italian
3207,chinese
3209,cajun_creole
35983,chinese
35984,indian
35986,greek
35987,mexican
3220,mexican
35989,indian
3222,italian
35991,italian
3225,french
35996,thai
33306,mexican
3237,mexican
3240,italian
36009,french
3244,french
36015,vietnamese
3249,chinese
3251,italian
36020,cajun_creole
49694,southern_us
36024,thai
36028,southern_us
36029,indian
3263,mexican
36033,southern_us
36036,british
3269,southern_us
36040,italian
3274,italian
3281,greek
3282,southern_us
3284,italian
36059,mexican
3292,mexican
3296,french
36066,greek
36070,mexican
3309,british
36078,italian
6013,thai
36081,vietnamese
3315,french
36085,southern_us
36086,southern_us
49705,italian
3321,indian
3322,vietnamese
3323,southern_us
3324,chinese
3329,cajun_creole
3330,southern_us
36099,southern_us
36104,italian
36111,cajun_creole
36113,japanese
36114,korean
3350,thai
3352,irish
36125,italian
3358,mexican
3363,italian
3369,korean
36140,italian
36144,italian
36146,british
3387,british
38794,mexican
3390,moroccan
36159,moroccan
36160,italian
3397,mexican
3401,italian
3402,french
3403,brazilian
3404,french
36182,cajun_creole
36185,thai
36187,italian
36191,mexican
36192,southern_us
36194,thai
36195,korean
3429,thai
36198,thai
36201,french
3434,mexican
36205,french
33341,cajun_creole
3444,italian
36218,mexican
36219,southern_us
36220,chinese
36222,chinese
3460,southern_us
3461,french
3462,italian
3463,jamaican
36237,indian
3470,thai
36239,italian
36245,italian
36249,jamaican
36250,moroccan
3483,italian
3489,russian
36259,indian
3495,vietnamese
36264,mexican
36267,cajun_creole
3502,chinese
36272,thai
3506,southern_us
3514,italian
36283,indian
36287,southern_us
38817,spanish
3528,southern_us
3529,thai
36298,british
3532,italian
3533,southern_us
36302,british
3537,mexican
36307,indian
3541,italian
3545,korean
36315,irish
36320,southern_us
3554,korean
3557,southern_us
3558,cajun_creole
3560,irish
3561,southern_us
36335,italian
36339,southern_us
36340,indian
36343,indian
36347,thai
3580,italian
3583,italian
36353,italian
36354,japanese
36361,greek
3596,filipino
36366,southern_us
36367,chinese
3600,filipino
36373,thai
3610,cajun_creole
3619,russian
36390,french
3630,southern_us
36401,filipino
3635,southern_us
36407,italian
33375,indian
36415,indian
36418,korean
3652,cajun_creole
36422,southern_us
36425,southern_us
36427,mexican
610,thai
36430,british
3667,mexican
36438,southern_us
3677,thai
36457,chinese
11538,thai
36462,indian
36463,vietnamese
36470,southern_us
3703,british
36483,chinese
36484,indian
36491,italian
3725,mexican
3726,italian
36496,japanese
3729,italian
36500,thai
3734,italian
3737,italian
3738,french
3739,japanese
44314,mexican
3742,italian
3743,chinese
36512,russian
36513,chinese
3753,southern_us
3755,southern_us
3761,italian
3762,mexican
3764,southern_us
36539,indian
36541,french
36543,southern_us
36550,italian
3785,indian
36558,japanese
38861,mexican
3792,southern_us
36562,mexican
3797,thai
36568,italian
36577,mexican
36584,french
36585,italian
3818,moroccan
36588,italian
36589,italian
36591,mexican
36593,mexican
36594,indian
3830,mexican
36600,french
3835,italian
36605,moroccan
3838,cajun_creole
36607,italian
3844,italian
3846,southern_us
3847,italian
36621,mexican
36622,mexican
3856,italian
36625,moroccan
36627,irish
36628,moroccan
44334,southern_us
36631,italian
36634,mexican
36635,mexican
3870,southern_us
36642,southern_us
3875,greek
36644,mexican
38876,french
36653,italian
3886,french
36655,korean
3889,chinese
3892,mexican
3893,southern_us
3895,greek
3897,italian
3903,italian
3909,indian
36678,italian
3911,jamaican
3912,filipino
36681,indian
36687,spanish
36691,moroccan
3924,chinese
3927,southern_us
3928,italian
3930,southern_us
3932,italian
3935,italian
36704,mexican
3938,mexican
3943,filipino
36713,mexican
36714,chinese
36715,indian
36720,indian
3954,mexican
36723,italian
36724,indian
36725,mexican
44868,italian
3963,southern_us
36732,japanese
3965,southern_us
3969,indian
3970,italian
36740,thai
36741,british
36743,mexican
36744,mexican
36746,thai
36747,southern_us
5588,cajun_creole
3985,indian
3987,mexican
36756,moroccan
36758,southern_us
44356,cajun_creole
38895,french
36764,korean
4000,southern_us
38896,indian
36772,southern_us
4006,vietnamese
4008,mexican
36779,chinese
36782,french
4016,british
4019,british
4020,mexican
36789,southern_us
36791,vietnamese
4024,italian
36795,french
4029,indian
4032,mexican
4033,spanish
4034,indian
4039,greek
36811,italian
36812,italian
36813,cajun_creole
36815,mexican
4049,mexican
4052,italian
4053,italian
36822,indian
4056,mexican
33444,italian
44367,mexican
36829,thai
36830,southern_us
36832,japanese
11811,greek
4072,british
679,italian
36846,mexican
36847,mexican
36851,mexican
4085,moroccan
36855,thai
4090,southern_us
4092,chinese
4093,mexican
4097,spanish
4099,spanish
36869,southern_us
4102,mexican
4103,mexican
36873,italian
36876,moroccan
4112,italian
36881,italian
4117,chinese
36886,southern_us
36889,italian
36891,moroccan
4125,mexican
4128,mexican
4136,indian
4139,thai
4143,mexican
4144,jamaican
36914,mexican
36916,italian
36917,chinese
4150,italian
36920,indian
4154,mexican
36923,indian
4160,cajun_creole
4162,mexican
36932,cajun_creole
36933,chinese
4167,thai
36937,thai
4171,vietnamese
4172,chinese
4175,mexican
4179,mexican
36948,chinese
36951,brazilian
4184,indian
36954,italian
4188,russian
4190,italian
36961,korean
36968,mexican
36969,moroccan
7011,british
4209,thai
36981,french
36983,french
36988,italian
4222,mexican
36993,mexican
36995,russian
4231,french
4233,italian
4234,chinese
4236,mexican
4237,chinese
4238,french
37007,italian
37008,italian
4244,mexican
37013,indian
4247,jamaican
4251,greek
37020,indian
4253,mexican
4255,mexican
37025,italian
37029,mexican
37035,french
4271,indian
4272,cajun_creole
4276,spanish
37046,moroccan
4279,mexican
4280,mexican
37054,chinese
37056,chinese
37058,cajun_creole
4293,mexican
4294,french
33484,italian
4301,moroccan
4302,french
37071,vietnamese
4305,french
4306,southern_us
4311,spanish
4312,italian
4316,jamaican
37086,italian
4319,italian
4320,italian
4322,moroccan
4328,vietnamese
37102,italian
4336,southern_us
37105,mexican
4338,mexican
37110,mexican
33493,chinese
4353,indian
37123,mexican
37124,mexican
37125,italian
37128,british
4363,irish
37133,italian
33496,chinese
37138,cajun_creole
37141,southern_us
37143,british
4377,korean
37147,italian
4381,chinese
37150,british
37152,mexican
4385,french
4386,mexican
4387,mexican
4388,mexican
33500,spanish
4398,british
4401,italian
4402,italian
4408,cajun_creole
4410,mexican
4412,korean
4416,french
37189,southern_us
4428,mexican
37197,vietnamese
4430,southern_us
37199,french
37204,mexican
37207,french
37208,mexican
4446,korean
37216,cajun_creole
4450,italian
4452,mexican
4453,mexican
37227,italian
4461,cajun_creole
37232,russian
4465,french
4466,mexican
37243,cajun_creole
37244,british
37245,mexican
4478,italian
4481,southern_us
41612,brazilian
37251,southern_us
4484,french
37253,southern_us
37256,indian
37257,chinese
4491,moroccan
37262,spanish
4501,mexican
4506,russian
37277,thai
4510,thai
37279,british
4514,spanish
11675,japanese
4516,cajun_creole
37285,mexican
37287,italian
4522,british
37297,french
4534,southern_us
37305,chinese
37307,mexican
4540,greek
4543,french
4545,mexican
4546,moroccan
4547,spanish
4550,southern_us
4553,mexican
4554,indian
37326,italian
37328,southern_us
4561,thai
4562,southern_us
37331,italian
4571,italian
4572,southern_us
37341,indian
6224,italian
37348,russian
37350,mexican
4583,british
4586,moroccan
37356,italian
4591,indian
4594,cajun_creole
4595,indian
37365,mexican
37372,vietnamese
4608,southern_us
37378,southern_us
37380,southern_us
4616,mexican
37385,chinese
4623,italian
37395,italian
37396,chinese
4633,mexican
37408,southern_us
4641,southern_us
4642,french
4643,indian
37412,irish
4651,mexican
6237,italian
4657,thai
4658,italian
4661,chinese
4662,cajun_creole
33545,southern_us
37436,mexican
4669,southern_us
4673,greek
4675,korean
4679,italian
4683,italian
4685,italian
4686,italian
4693,mexican
37462,italian
37463,filipino
4699,mexican
4700,mexican
37469,italian
37470,french
4703,moroccan
37475,chinese
37476,thai
37481,spanish
37488,mexican
4721,southern_us
37493,italian
4727,italian
4732,southern_us
37503,italian
37504,irish
37505,mexican
37511,southern_us
37521,southern_us
4754,mexican
37526,southern_us
4763,italian
4767,mexican
4768,italian
4777,italian
37549,southern_us
4783,italian
37552,chinese
4791,mexican
4794,moroccan
37563,french
4797,indian
4798,mexican
37569,southern_us
37570,italian
4804,cajun_creole
4808,mexican
4809,moroccan
4811,mexican
37581,italian
37582,italian
4815,mexican
37584,vietnamese
4819,french
37589,italian
4823,southern_us
37592,russian
37598,indian
4831,greek
37601,british
4834,italian
37605,italian
4838,italian
37610,cajun_creole
4847,italian
37617,moroccan
37618,indian
39038,southern_us
4855,italian
4856,italian
37626,greek
4862,filipino
37631,jamaican
4864,chinese
4870,thai
37642,mexican
4875,chinese
4877,korean
37649,southern_us
37652,chinese
37654,french
4887,italian
37657,spanish
37666,southern_us
37668,indian
33585,italian
4904,southern_us
37673,mexican
4907,indian
37689,vietnamese
37690,southern_us
4924,indian
4925,italian
4928,italian
4933,mexican
4936,french
37706,russian
4946,korean
4948,jamaican
37717,french
37718,southern_us
37722,mexican
37723,french
4956,mexican
4961,italian
37731,italian
37733,southern_us
4966,mexican
4968,indian
4972,italian
37741,thai
4974,southern_us
37746,mexican
37751,southern_us
4987,moroccan
4992,italian
4994,indian
37764,french
37765,indian
37769,italian
37771,vietnamese
37772,italian
37774,southern_us
5008,southern_us
5010,cajun_creole
5012,cajun_creole
5016,japanese
5022,mexican
37791,brazilian
5024,southern_us
5026,mexican
37800,indian
37801,korean
5034,mexican
37803,italian
5037,british
37806,indian
37811,italian
37812,italian
5045,french
37815,vietnamese
5049,italian
5051,greek
5053,southern_us
5056,mexican
37825,italian
5059,cajun_creole
37829,indian
5063,cajun_creole
5072,french
5076,korean
846,southern_us
5079,italian
5088,vietnamese
37858,indian
37860,chinese
37861,italian
5094,cajun_creole
37865,filipino
37867,thai
5105,italian
37876,mexican
5110,spanish
37880,indian
5113,mexican
5114,indian
5115,italian
37886,vietnamese
37887,italian
37888,thai
37891,cajun_creole
5126,russian
5127,italian
37897,russian
37899,italian
5134,mexican
5137,greek
37906,irish
5141,indian
5148,korean
5150,thai
5155,chinese
37925,mexican
37928,mexican
37930,greek
37933,italian
37934,indian
5169,french
5172,italian
37942,italian
37943,chinese
5176,italian
37946,cajun_creole
5181,mexican
5182,italian
5183,italian
37952,cajun_creole
37953,korean
37954,british
5188,southern_us
37960,french
37961,chinese
5195,vietnamese
5203,southern_us
37972,vietnamese
37973,british
6330,indian
5218,italian
5219,indian
37990,southern_us
5226,mexican
871,mexican
37996,french
5231,southern_us
5234,french
38004,mexican
5238,italian
5239,chinese
38014,indian
5247,russian
5248,japanese
38018,mexican
5252,italian
5255,brazilian
38025,french
5261,brazilian
38031,cajun_creole
5264,southern_us
5265,italian
5266,italian
5268,mexican
38038,chinese
38042,indian
38047,mexican
5285,indian
5288,thai
38058,mexican
5293,indian
5295,cajun_creole
38064,chinese
883,indian
38068,irish
38069,french
5305,indian
5306,mexican
5308,italian
5309,italian
5311,italian
5313,indian
38085,chinese
5318,indian
11809,cajun_creole
38089,french
5326,italian
5327,chinese
5331,southern_us
38107,indian
5341,brazilian
5345,greek
5349,filipino
5350,filipino
5352,southern_us
38122,moroccan
5355,southern_us
38126,vietnamese
38130,french
5363,italian
38134,mexican
5367,indian
38136,mexican
38137,indian
5370,southern_us
5372,french
5386,filipino
38157,mexican
38159,chinese
38161,korean
5398,greek
5400,russian
38170,mexican
38180,moroccan
38186,italian
38188,mexican
5428,italian
38197,southern_us
38200,chinese
5434,irish
39135,italian
38205,russian
38206,indian
5443,southern_us
38216,greek
38218,french
38221,italian
5454,indian
38223,spanish
5456,british
5457,spanish
38228,italian
5464,italian
38234,irish
38237,cajun_creole
38240,italian
38241,cajun_creole
5476,italian
38247,french
38249,italian
5482,italian
5484,italian
38253,thai
5486,indian
38257,cajun_creole
5491,italian
5497,chinese
38267,filipino
38270,indian
5503,chinese
38272,mexican
38273,indian
38275,italian
38277,mexican
5512,southern_us
919,italian
5516,cajun_creole
38290,indian
38293,french
5526,thai
38298,italian
5531,indian
5535,british
5536,italian
5539,vietnamese
5540,spanish
38311,thai
5545,thai
38314,thai
38318,cajun_creole
5551,indian
5556,italian
5558,french
5560,moroccan
38332,italian
38333,french
38337,italian
